ts,type,side,price,size,trade_aggr_side
283760,trade,T,9995,3.347816,B
283762,book,A,9996,15.801311,
283765,trade,T,9993,18.054201,S
283770,book,A,9995,41.703875,
283772,book,A,9999,0.000000,
283777,book,B,9987,15.498661,
283782,book,B,9991,0.000000,
283784,book,B,9991,0.000000,
283787,book,B,9990,3.025745,
283792,book,A,9998,0.000000,
283796,book,B,9989,14.137662,
283801,book,A,10001,8.701607,
283804,book,B,9990,6.645145,
283806,book,A,9995,26.460614,
283810,trade,T,9993,6.630583,S
283814,book,A,9995,28.600518,
283816,book,B,9993,0.000000,
283819,book,A,10001,0.000000,
283821,trade,T,9993,3.675776,S
283823,book,B,9992,35.637101,
283824,trade,T,9995,13.731282,B
283825,book,B,9993,74.313137,
283826,trade,T,9993,5.239627,S
283828,book,B,9993,73.231249,
283832,book,B,9992,37.413975,
283836,trade,T,9995,6.359710,B
283837,trade,T,9995,15.751489,B
283840,book,B,9993,75.535368,
283841,book,B,9990,10.808851,
283844,book,B,9991,0.000000,
283849,book,A,9995,36.891075,
283853,book,A,9996,15.172800,
283857,trade,T,9995,7.140932,B
283860,book,B,9986,1.283988,
283865,trade,T,9995,19.839321,B
283868,book,A,9999,0.000000,
283870,book,A,9995,42.702549,
283871,trade,T,9993,12.646542,S
283874,book,B,9993,78.988036,
283877,trade,T,9995,0.758309,B
283879,book,B,9992,0.000000,
283880,trade,T,9993,18.488426,S
283885,book,B,9992,5.269497,
283888,trade,T,9995,2.122779,B
283891,book,A,10000,14.855963,
283895,trade,T,9995,7.422815,B
283897,book,B,9991,8.564831,
283898,book,A,10002,0.000000,
283900,book,A,10000,18.161891,
283903,book,B,9986,0.000000,
283904,book,A,9995,48.259548,
283905,book,A,9996,15.568659,
283908,book,B,9993,72.536962,
283910,book,B,9990,19.780403,
283912,book,B,9986,0.000000,
283914,book,B,9989,18.777770,
283916,book,B,9988,18.381305,
283920,book,B,9986,1.362906,
283921,book,B,9991,18.672322,
283922,book,A,9996,15.055940,
283924,trade,T,9993,0.969348,S
283927,book,A,10001,1.580590,
283930,book,A,9995,37.321606,
283932,book,A,9998,1.551481,
283936,book,A,9997,8.001964,
283938,trade,T,9995,5.876445,B
283941,book,A,9996,6.599958,
283942,book,A,9995,0.000000,
283943,trade,T,9993,16.351078,S
283947,book,B,9986,1.021519,
283950,trade,T,9995,15.409450,B
283953,book,B,9992,9.429135,
283955,book,A,9995,57.275626,
283959,trade,T,9993,7.133733,S
283961,trade,T,9993,6.722711,S
283965,trade,T,9995,6.538991,B
283970,book,B,9993,74.705749,
283973,book,B,9987,6.855387,
283974,book,A,9995,69.027427,
283976,book,B,9991,4.051566,
283981,book,B,9987,13.845725,
283985,book,B,9988,23.716200,
283986,book,A,9995,65.720066,
283991,book,A,9995,73.242903,
283996,book,B,9990,13.262584,
283999,book,A,9995,56.177510,
284002,book,B,9987,21.273879,
284003,book,A,9995,48.059215,
284005,book,B,9988,29.883005,
284006,book,B,9991,6.936457,
284011,book,B,9993,66.972174,
284015,trade,T,9995,17.338302,B
284019,book,A,9997,6.951872,
284024,book,B,9992,11.091901,
284026,trade,T,9993,18.783108,S
284030,book,B,9986,0.000000,
284034,book,B,9993,63.819248,
284035,book,A,10001,2.868307,
284038,book,A,9996,0.000000,
284040,trade,T,9995,5.190693,B
284042,book,B,9991,7.925509,
284044,trade,T,9995,16.283547,B
284048,trade,T,9993,6.820247,S
284049,trade,T,9993,6.346224,S
284052,book,A,9997,0.000000,
284054,book,B,9992,13.742063,
284057,book,A,10002,0.000000,
284060,book,B,9987,19.370284,
284062,book,A,10001,9.465505,
284063,book,B,9991,20.883063,
284066,book,A,9995,52.783252,
284071,book,B,9990,0.000000,
284073,book,A,9996,0.000000,
284076,trade,T,9995,16.876445,B
284077,trade,T,9995,0.420411,B
284078,trade,T,9993,5.377009,S
284080,book,A,9998,2.449203,
284084,book,B,9987,12.772194,
284086,trade,T,9995,4.144477,B
284091,trade,T,9995,11.865585,B
284096,book,A,9998,1.866746,
284099,book,A,10002,0.000000,
284103,book,A,9998,0.000000,
284106,book,A,9997,0.000000,
284107,book,A,9999,3.309410,
284108,book,A,9996,6.571097,
284111,trade,T,9995,4.220876,B
284113,book,B,9990,8.920610,
284116,book,B,9988,31.037722,
284117,trade,T,9993,10.161265,S
284120,book,A,9996,10.517532,
284125,book,A,9995,53.564995,
284128,book,B,9988,25.975819,
284131,trade,T,9995,3.629704,B
284134,book,A,9995,55.611045,
284138,book,A,10001,11.722939,
284139,book,B,9993,59.445215,
284140,book,A,9996,0.000000,
284143,book,B,9993,63.596675,
284148,book,B,9992,0.000000,
284150,trade,T,9995,18.446954,B
284151,book,B,9986,0.000000,
284153,book,A,10002,4.153503,
284156,trade,T,9995,1.387954,B
284157,trade,T,9993,3.855933,S
284160,trade,T,9993,15.805214,S
284163,book,B,9991,20.958802,
284166,book,A,9999,12.653507,
284168,book,A,9995,0.000000,
284172,trade,T,9993,17.970515,S
284173,trade,T,9993,12.657173,S
284176,book,A,10002,0.000000,
284181,book,A,9996,0.000000,
284183,trade,T,9995,3.339434,B
284187,book,B,9993,48.972298,
284190,book,A,9999,1.033820,
284191,trade,T,9995,3.418846,B
284195,trade,T,9993,11.965744,S
284198,book,A,9997,0.000000,
284201,trade,T,9995,12.811525,B
284202,book,A,9997,0.000000,
284203,book,A,10000,10.852856,
284206,trade,T,9995,13.688229,B
284207,book,B,9989,22.914740,
284209,book,B,9986,0.000000,
284211,book,B,9986,15.761157,
284212,book,A,9998,4.332701,
284214,book,A,9999,0.000000,
284215,trade,T,9993,13.784470,S
284218,book,B,9993,47.828857,
284221,book,B,9988,31.003880,
284226,book,A,10001,18.379727,
284228,book,A,9995,0.000000,
284233,book,B,9989,27.861091,
284234,trade,T,9993,4.122636,S
284236,book,B,9993,62.593517,
284238,trade,T,9995,3.847857,B
284242,book,B,9989,35.528799,
284247,book,B,9993,85.826520,
284251,trade,T,9993,18.493893,S
284256,trade,T,9993,11.401374,S
284257,book,B,9993,79.318130,
284258,book,A,9996,0.000000,
284260,trade,T,9993,0.212354,S
284265,trade,T,9995,3.512355,B
284268,book,B,9992,1.985852,
284273,trade,T,9995,4.128628,B
284277,book,A,9997,4.124208,
284278,book,B,9993,79.447224,
284283,book,B,9991,3.492394,
284288,book,B,9988,46.621970,
284289,book,A,9995,0.000000,
284291,book,A,10000,13.706973,
284293,book,A,9995,9.434301,
284295,book,A,9995,13.463267,
284296,book,B,9985,23.853118,
284301,book,B,9992,74.490795,
284304,trade,T,9994,0.210925,B
284307,book,B,9987,31.013496,
284310,book,B,9989,3.263543,
284315,book,A,9995,6.631929,
284320,book,B,9989,0.000000,
284323,trade,T,9994,11.468557,B
284324,book,B,9992,78.841377,
284328,book,A,9997,16.791207,
284331,trade,T,9994,1.056572,B
284332,book,A,9997,27.970175,
284334,book,A,9994,72.871909,
284336,book,B,9992,76.116849,
284340,book,B,9989,0.000000,
284342,trade,T,9992,14.820846,S
284343,book,B,9989,2.492476,
284347,trade,T,9992,8.246649,S
284352,trade,T,9994,1.384148,B
284355,book,A,9999,8.709863,
284358,book,A,9994,70.927805,
284363,trade,T,9992,19.020886,S
284364,trade,T,9992,2.590008,S
284368,book,B,9986,19.158287,
284372,book,B,9991,1.977589,
284376,trade,T,9992,1.456744,S
284380,trade,T,9994,16.185619,B
284384,trade,T,9992,8.201482,S
284389,book,B,9986,16.913518,
284390,book,B,9990,24.001871,
284395,trade,T,9994,13.770264,B
284398,trade,T,9994,1.263976,B
284400,book,A,9998,0.000000,
284401,trade,T,9994,10.875240,B
284406,trade,T,9994,0.845204,B
284407,book,B,9989,3.249623,
284411,book,A,10000,0.000000,
284416,trade,T,9992,7.510774,S
284421,book,B,9992,82.759043,
284422,trade,T,9994,3.163246,B
284425,book,B,9992,0.000000,
284428,book,B,9991,11.434814,
284433,book,B,9985,23.072566,
284438,book,A,9995,0.000000,
284443,book,A,9994,71.457575,
284444,book,A,9996,4.172205,
284449,book,A,9997,30.850378,
284453,book,B,9991,0.000000,
284455,book,A,9994,55.238631,
284458,trade,T,9992,13.784253,S
284459,book,A,10001,0.000000,
284460,book,A,9994,64.241585,
284464,book,B,9992,67.825985,
284467,trade,T,9992,18.388125,S
284470,book,B,9992,66.597944,
284472,book,A,9995,0.000000,
284477,book,A,9997,13.945366,
284482,trade,T,9992,11.236711,S
284484,book,A,9994,65.132416,
284488,trade,T,9994,15.235321,B
284493,book,B,9991,0.745772,
284495,trade,T,9994,16.357781,B
284499,book,A,9994,58.210105,
284503,trade,T,9994,13.018947,B
284505,book,A,9998,0.000000,
284507,trade,T,9994,4.291217,B
284509,book,B,9986,9.627522,
284514,trade,T,9994,12.138034,B
284516,trade,T,9992,12.832795,S
284521,book,B,9992,47.180258,
284522,book,B,9987,23.609362,
284527,trade,T,9994,18.785304,B
284532,book,A,9994,45.724470,
284534,book,B,9989,3.772898,
284536,book,B,9986,9.459631,
284537,book,B,9988,47.374553,
284540,book,A,10001,11.621088,
284543,book,A,10000,0.000000,
284544,trade,T,9994,7.231142,B
284549,book,A,10000,1.173386,
284552,book,B,9986,0.000000,
284556,trade,T,9992,16.079711,S
284558,book,A,9994,58.009429,
284561,book,B,9992,39.192289,
284565,book,A,9999,0.000000,
284567,book,B,9990,25.651453,
284568,book,B,9987,16.014257,
284571,trade,T,9994,12.738931,B
284576,book,A,9994,59.878950,
284580,book,A,9997,2.775944,
284582,trade,T,9992,4.578908,S
284583,book,A,9997,0.000000,
284588,trade,T,9994,8.485829,B
284589,book,B,9989,0.870085,
284592,trade,T,9992,3.016663,S
284597,book,B,9992,33.348208,
284602,book,A,9996,0.000000,
284603,trade,T,9992,16.648811,S
284607,book,B,9990,22.742114,
284611,book,B,9992,29.654235,
284614,trade,T,9992,17.830547,S
284616,book,A,9997,2.822694,
284617,book,B,9991,5.903837,
284618,book,A,10001,17.211419,
284623,book,A,9996,6.541327,
284628,book,B,9986,11.236591,
284630,book,B,9986,20.642337,
284632,trade,T,9994,4.439447,B
284637,book,B,9992,27.569936,
284640,book,A,9996,0.000000,
284644,trade,T,9994,15.797596,B
284648,trade,T,9992,10.333947,S
284652,trade,T,9994,18.063342,B
284654,book,A,10001,24.787311,
284657,trade,T,9992,7.291258,S
284662,book,A,9999,11.130027,
284667,trade,T,9992,13.626156,S
284671,book,A,9997,7.786106,
284676,book,B,9992,25.524671,
284680,book,A,9998,1.866930,
284682,trade,T,9994,3.783025,B
284687,book,B,9989,14.068769,
284689,trade,T,9992,2.347100,S
284690,trade,T,9994,14.036723,B
284694,trade,T,9992,13.948801,S
284696,book,A,9994,52.748301,
284699,book,B,9989,8.045270,
284702,book,A,9998,0.000000,
284703,book,B,9987,18.121637,
284708,book,A,9998,10.226506,
284711,book,B,9992,22.756941,
284713,book,A,9999,24.554581,
284717,book,A,9994,51.104141,
284720,book,A,9998,18.957399,
284723,book,A,9994,50.969081,
284725,book,A,9994,48.105380,
284728,book,B,9988,35.980548,
284729,book,B,9988,35.542954,
284733,book,B,9992,32.695501,
284738,trade,T,9994,18.077035,B
284741,trade,T,9994,14.235909,B
284746,book,A,9997,21.314570,
284750,book,B,9990,5.515640,
284751,book,A,9996,5.966693,
284756,book,A,9998,4.855633,
284760,trade,T,9994,7.802446,B
284763,book,A,9999,20.609409,
284766,book,A,10000,1.636023,
284769,book,B,9992,39.949574,
284771,book,B,9990,6.391908,
284776,book,A,9998,3.136220,
284778,book,A,9998,10.624045,
284781,book,B,9992,41.903750,
284782,book,A,9996,0.000000,
284785,book,B,9992,41.651152,
284788,book,A,9998,7.136974,
284789,trade,T,9992,15.934622,S
284794,trade,T,9994,1.343095,B
284795,trade,T,9992,5.695977,S
284799,book,A,9996,14.139094,
284804,trade,T,9994,8.530341,B
284806,trade,T,9994,9.104256,B
284807,trade,T,9992,18.854750,S
284809,book,B,9992,52.350656,
284811,book,A,9996,8.005685,
284816,book,B,9987,16.398244,
284821,trade,T,9994,6.988465,B
284825,trade,T,9994,7.220633,B
284830,book,A,10001,24.255655,
284831,trade,T,9994,17.956319,B
284832,book,B,9989,10.226333,
284833,book,A,9996,5.093028,
284838,book,A,9995,7.962131,
284843,book,B,9992,34.815280,
284847,book,B,9989,0.000000,
284852,book,A,10001,13.514170,
284857,trade,T,9994,13.392308,B
284862,book,A,9995,2.288469,
284864,book,A,9995,12.893879,
284868,book,A,9997,9.270763,
284873,book,B,9988,35.452004,
284874,trade,T,9994,3.625271,B
284878,book,A,9994,58.063590,
284880,book,A,9994,54.573911,
284885,book,B,9988,0.000000,
284886,trade,T,9992,9.866213,S
284891,book,A,9997,11.376459,
284892,book,A,9994,52.040906,
284896,book,B,9988,6.741381,
284897,book,B,9988,11.814466,
284902,trade,T,9994,16.481455,B
284904,book,B,9992,40.486205,
284909,book,A,9996,6.732109,
284911,trade,T,9994,7.398206,B
284915,trade,T,9992,16.769264,S
284917,book,A,9997,2.680549,
284919,trade,T,9994,0.585538,B
284923,book,A,9994,54.106994,
284925,book,A,9994,45.415292,
284927,book,A,10000,0.000000,
284928,trade,T,9994,5.196395,B
284933,book,B,9992,44.329455,
284936,book,B,9992,49.971937,
284940,trade,T,9992,6.020868,S
284943,trade,T,9992,18.404215,S
284945,trade,T,9994,1.366398,B
284949,book,A,9996,0.000000,
284954,book,A,9998,7.278463,
284959,trade,T,9992,19.917507,S
284964,book,A,9999,19.290126,
284969,trade,T,9992,3.096620,S
284973,book,B,9992,38.944183,
284975,book,A,9994,49.251090,
284979,book,A,9995,11.857879,
284981,trade,T,9992,11.376489,S
284984,book,A,9994,61.563629,
284986,book,A,9998,0.000000,
284991,trade,T,9994,14.918601,B
284993,book,A,9994,55.413006,
284997,book,A,9994,38.178793,
284998,trade,T,9994,9.488664,B
284999,trade,T,9992,13.493154,S
285000,trade,T,9992,13.812665,S
285005,trade,T,9992,15.614527,S
285009,trade,T,9994,0.100000,B
285010,book,A,9994,35.414287,
285012,book,A,9994,52.050456,
285013,book,B,9985,16.451855,
285017,book,B,9992,29.383124,
285020,book,A,10001,27.483041,
285021,trade,T,9992,7.608429,S
285026,book,A,9997,0.000000,
285027,book,A,9994,56.274247,
285032,book,B,9988,5.488437,
285037,book,A,9996,0.000000,
285039,trade,T,9994,16.875441,B
285042,book,A,9995,13.596488,
285045,trade,T,9992,12.167191,S
285047,book,A,9995,5.469485,
285050,book,B,9992,21.164795,
285053,trade,T,9994,12.923456,B
285058,book,A,10001,31.051498,
285059,book,A,9994,50.373587,
285062,book,A,9995,0.000000,
285063,book,B,9991,15.504612,
285065,book,A,9998,5.992766,
285066,book,B,9989,0.000000,
285068,book,A,9994,55.724395,
285069,book,A,9994,57.564676,
285070,book,A,9998,12.504619,
285075,book,B,9986,13.281628,
285078,book,B,9989,0.000000,
285079,trade,T,9992,12.621974,S
285081,book,A,9994,55.997720,
285085,trade,T,9994,9.152068,B
285086,book,A,10001,41.884290,
285087,book,B,9990,0.000000,
285090,trade,T,9992,13.031324,S
285091,book,A,9994,60.707494,
285092,book,B,9989,6.539275,
285093,book,B,9992,25.148986,
285094,book,B,9991,22.829365,
285096,book,A,9994,63.636701,
285097,trade,T,9992,10.683706,S
285100,trade,T,9992,18.744491,S
285105,book,A,9994,61.512807,
285106,trade,T,9994,1.911879,B
285110,book,A,9995,0.000000,
285113,trade,T,9992,14.123892,S
285117,book,A,9999,28.866350,
285118,trade,T,9992,19.337457,S
285123,book,B,9988,18.069947,
285124,book,A,9994,58.915385,
285127,trade,T,9992,1.534624,S
285132,book,B,9992,8.588948,
285136,book,A,9998,9.713672,
285139,book,B,9992,5.076287,
285144,book,A,9997,13.146012,
285149,book,A,9999,36.771861,
285152,book,B,9987,28.508442,
285157,book,B,9988,9.832105,
285162,book,B,9988,9.304729,
285167,trade,T,9992,3.344479,S
285170,trade,T,9992,7.635549,S
285175,book,A,9994,62.243076,
285180,trade,T,9992,17.593150,S
285185,trade,T,9994,0.361438,B
285187,trade,T,9994,4.253485,B
285189,trade,T,9992,3.666472,S
285194,book,A,10001,39.262169,
285198,book,B,9989,5.116891,
285201,book,A,9997,12.045316,
285204,trade,T,9994,5.040605,B
285206,book,B,9987,20.825042,
285211,book,A,10000,0.000000,
285214,trade,T,9994,18.074968,B
285215,trade,T,9992,9.717675,S
285218,book,A,9997,12.436431,
285219,trade,T,9994,6.062841,B
285223,book,B,9990,0.000000,
285227,book,B,9986,11.011798,
285230,book,A,9994,60.917240,
285231,book,A,9997,19.721707,
285232,book,A,9997,15.431438,
285235,book,A,9994,65.111724,
285239,book,A,9994,64.157315,
285243,book,B,9987,11.089893,
285247,book,B,9992,6.700849,
285249,trade,T,9992,16.035536,S
285253,book,A,9994,68.471232,
285258,book,B,9985,30.133143,
285262,trade,T,9992,17.202380,S
285264,trade,T,9992,14.483182,S
285267,trade,T,9992,14.903238,S
285268,book,B,9990,0.000000,
285273,book,B,9991,0.000000,
285275,trade,T,9994,13.970360,B
285280,book,B,9992,11.807594,
285281,book,B,9992,6.621014,
285285,book,A,10001,27.821489,
285288,book,B,9985,31.358088,
285292,book,B,9990,0.000000,
285297,book,A,9996,0.000000,
285301,book,A,10001,28.439193,
285305,book,B,9988,13.320973,
285307,book,B,9991,9.432417,
285310,book,B,9988,14.196889,
285312,trade,T,9992,0.705374,S
285315,trade,T,9992,12.212722,S
285317,book,A,9997,21.336416,
285318,trade,T,9992,12.881738,S
285320,book,B,9991,4.619682,
285324,trade,T,9992,15.406730,S
285325,trade,T,9994,4.833641,B
285329,trade,T,9994,11.907421,B
285332,book,A,9994,80.422326,
285333,book,B,9987,11.233958,
285335,trade,T,9992,11.032122,S
285336,book,A,9995,0.000000,
285337,book,A,9994,72.498072,
285339,book,A,9994,71.608637,
285343,book,B,9990,0.000000,
285348,book,A,9996,0.000000,
285352,trade,T,9992,13.622796,S
285355,trade,T,9994,19.151514,B
285360,book,B,9992,12.662080,
285361,book,A,9996,0.000000,
285363,book,B,9990,0.000000,
285364,trade,T,9994,17.525995,B
285366,trade,T,9992,18.566458,S
285371,book,B,9989,8.803487,
285375,trade,T,9992,17.095280,S
285376,book,A,9995,11.433863,
285380,book,B,9990,0.000000,
285385,book,B,9992,14.182029,
285389,book,B,9992,23.607293,
285394,book,B,9992,17.734165,
285399,book,A,9994,67.219290,
285402,book,A,9994,56.800627,
285403,trade,T,9992,19.149913,S
285406,book,B,9991,0.000000,
285407,book,A,9995,10.200718,
285408,book,B,9987,8.749906,
285413,book,B,9991,2.297635,
285416,book,A,9998,0.000000,
285417,book,A,9995,4.919795,
285422,book,A,9994,53.079102,
285423,book,B,9991,0.000000,
285425,book,A,10000,0.000000,
285430,book,B,9991,0.000000,
285434,book,B,9992,18.732872,
285438,book,A,9998,0.000000,
285443,trade,T,9994,18.141926,B
285445,trade,T,9992,14.037025,S
285450,book,A,9994,57.168879,
285454,trade,T,9992,13.671604,S
285458,book,B,9991,4.464850,
285463,trade,T,9994,10.466370,B
285467,trade,T,9994,12.994449,B
285470,trade,T,9994,18.568453,B
285475,trade,T,9992,18.939407,S
285480,trade,T,9994,12.978418,B
285482,trade,T,9994,13.964681,B
285483,book,B,9992,15.655631,
285486,book,B,9988,15.819199,
285489,trade,T,9992,1.308239,S
285491,book,B,9992,7.909331,
285492,book,A,10001,45.710813,
285496,trade,T,9994,16.517168,B
285500,book,B,9992,10.783751,
285502,trade,T,9994,19.762918,B
285506,book,B,9988,22.531500,
285508,book,B,9992,7.347792,
285513,trade,T,9994,14.133792,B
285514,book,B,9988,18.860848,
285517,book,A,9994,64.968095,
285522,book,A,9994,64.351185,
285527,trade,T,9994,16.878547,B
285532,book,A,9995,15.308723,
285533,book,B,9985,26.670505,
285535,book,B,9992,11.606798,
285538,book,A,9994,63.007195,
285542,book,B,9987,0.000000,
285544,book,B,9992,14.601477,
285547,book,B,9992,19.309683,
285549,book,B,9990,4.582192,
285550,book,A,9994,66.851447,
285552,book,A,9995,0.000000,
285553,trade,T,9992,15.267879,S
285557,book,A,10000,0.000000,
285560,trade,T,9992,1.698568,S
285562,trade,T,9994,8.101307,B
285567,book,A,9996,0.000000,
285571,book,B,9990,14.706083,
285575,book,B,9990,11.302003,
285580,book,A,9994,77.670204,
285585,book,B,9985,33.112883,
285590,book,B,9990,16.155920,
285594,book,A,10000,0.000000,
285599,trade,T,9992,17.699232,S
285603,book,B,9990,0.000000,
285605,book,A,10000,0.000000,
285609,book,B,9990,0.000000,
285610,book,A,9994,76.004167,
285613,book,B,9992,0.000000,
285617,book,B,9986,0.000000,
285621,book,A,9996,4.788299,
285624,book,A,9994,96.385924,
285626,book,B,9987,0.000000,
285630,book,A,9996,5.234193,
285634,trade,T,9992,5.955360,S
285639,trade,T,9994,19.838053,B
285643,trade,T,9994,8.616898,B
285648,book,A,10000,3.362093,
285649,book,B,9992,51.358087,
285650,trade,T,9994,3.695750,B
285655,trade,T,9992,8.563321,S
285660,trade,T,9992,14.778220,S
285662,book,B,9989,4.930996,
285667,book,B,9991,3.062163,
285668,trade,T,9992,6.037575,S
285671,book,A,9998,0.000000,
285675,book,B,9991,2.683034,
285676,trade,T,9992,15.938280,S
285678,book,A,9994,91.689328,
285680,book,A,9998,0.000000,
285684,book,A,9994,103.863997,
285688,book,B,9991,11.448104,
285693,book,A,9999,34.618026,
285698,book,B,9988,0.000000,
285699,book,B,9990,0.000000,
285701,book,B,9991,14.935163,
285703,book,A,9995,0.000000,
285704,trade,T,9994,18.953275,B
285706,book,B,9991,9.903396,
285711,book,A,10001,41.658690,
285714,trade,T,9992,5.385864,S
285718,book,B,9990,0.000000,
285722,book,A,9994,98.959721,
285724,book,A,9994,102.666457,
285725,book,B,9992,46.180015,
285727,trade,T,9994,2.879947,B
285730,book,B,9992,46.200556,
285731,book,B,9992,47.487466,
285736,book,A,9997,13.357118,
285738,trade,T,9992,4.695854,S
285740,book,B,9990,6.851269,
285743,book,A,9995,4.175332,
285747,book,B,9986,0.000000,
285751,trade,T,9992,2.310367,S
285754,book,B,9989,4.018293,
285759,book,A,9996,5.158359,
285760,book,A,10001,43.383369,
285762,trade,T,9992,17.461321,S
285763,book,A,9995,1.329660,
285764,book,A,10000,0.000000,
285767,trade,T,9994,5.184429,B
285769,book,A,9994,108.835098,
285772,book,B,9992,39.290018,
285776,book,B,9990,1.381345,
285778,trade,T,9994,12.345779,B
285781,book,B,9991,9.814529,
285782,book,A,9994,112.890700,
285787,book,B,9990,2.944423,
285790,book,A,9996,0.000000,
285795,book,B,9990,0.000000,
285798,book,A,9995,0.000000,
285800,book,B,9990,2.945169,
285805,book,B,9986,0.000000,
285809,book,B,9989,0.000000,
285810,trade,T,9992,6.362560,S
285815,book,A,10000,1.646778,
285816,trade,T,9992,4.052015,S
285817,trade,T,9994,5.416840,B
285821,book,A,9995,0.000000,
285825,book,B,9987,0.000000,
285826,book,A,9994,0.000000,
285828,book,A,10001,44.986297,
285829,trade,T,9992,8.655513,S
285834,book,A,9994,62.733653,
285839,book,B,9985,13.727073,
285840,book,A,9995,1.917320,
285842,book,B,9991,16.182944,
285847,book,B,9992,36.286176,
285850,book,B,9992,43.635860,
285852,trade,T,9994,1.223748,B
285855,trade,T,9992,4.637276,S
285859,book,B,9992,27.461349,
285861,trade,T,9994,17.011563,B
285862,book,B,9986,0.000000,
285865,book,B,9986,7.905047,
285868,trade,T,9992,4.690843,S
285872,trade,T,9994,4.446837,B
285877,book,A,10001,40.762434,
285879,book,A,9994,61.027392,
285884,book,B,9992,22.950640,
285887,trade,T,9992,18.693497,S
285888,book,B,9989,5.050213,
285893,book,A,9995,0.000000,
285897,book,B,9986,2.237702,
285898,trade,T,9992,7.294907,S
285903,book,A,9999,29.179262,
285904,book,A,9995,0.000000,
285906,trade,T,9994,15.924716,B
285911,book,A,9995,1.527484,
285915,trade,T,9992,17.730616,S
285919,book,A,9998,8.373834,
285922,trade,T,9992,18.214127,S
285926,trade,T,9994,19.882662,B
285930,trade,T,9992,5.837381,S
285935,book,A,9996,0.000000,
285936,trade,T,9992,8.468941,S
285939,book,B,9989,2.046175,
285944,book,B,9989,0.000000,
285946,book,A,9994,65.381737,
285950,trade,T,9994,3.126772,B
285954,book,A,10000,0.000000,
285958,trade,T,9994,1.306946,B
285961,book,A,10000,5.531666,
285966,trade,T,9994,5.204319,B
285969,book,B,9985,0.000000,
285971,book,B,9989,13.275721,
285976,trade,T,9994,18.075518,B
285981,trade,T,9994,8.326543,B
285984,book,A,9999,35.840269,
285986,book,A,10000,12.098406,
285991,book,B,9992,28.413506,
285993,book,B,9990,3.195246,
285995,trade,T,9994,14.748488,B
285999,book,B,9985,0.000000,
286002,book,B,9987,7.714575,
286003,book,B,9991,21.401977,
286005,book,A,9999,30.805755,
286008,book,A,9994,48.774820,
286012,book,A,9999,36.140323,
286015,book,A,9996,0.000000,
286020,book,B,9992,32.713575,
286024,book,A,10000,8.015294,
286026,book,B,9988,8.205441,
286027,book,A,10000,15.438684,
286030,book,B,9991,23.166113,
286033,book,A,9998,14.996068,
286037,book,A,9994,59.260805,
286041,trade,T,9992,5.345550,S
286046,trade,T,9994,6.379604,B
286050,trade,T,9994,18.641369,B
286052,trade,T,9992,17.745597,S
286055,book,A,10001,38.889522,
286057,book,B,9986,0.000000,
286060,book,A,10001,0.000000,
286064,trade,T,9992,3.792093,S
286065,book,A,9994,0.000000,
286069,book,A,9994,52.684879,
286074,book,B,9989,18.424006,
286075,book,B,9992,18.740110,
286076,book,A,9994,46.529674,
286078,book,B,9985,5.985489,
286080,book,A,9994,56.102180,
286083,book,B,9991,26.492064,
286084,book,A,9995,0.000000,
286087,trade,T,9994,11.097014,B
286090,book,B,9987,0.000000,
286094,book,A,9994,60.926590,
286097,book,A,9994,70.089221,
286099,book,A,9999,35.644620,
286104,trade,T,9992,13.712433,S
286109,trade,T,9994,11.159162,B
286111,book,A,10001,0.000000,
286115,book,B,9985,0.000000,
286116,book,B,9992,12.835106,
286118,book,B,9990,3.096307,
286120,trade,T,9994,18.695725,B
286122,book,A,10000,7.264557,
286123,book,B,9992,9.424599,
286125,book,A,9997,21.861057,
286127,trade,T,9992,9.151677,S
286130,trade,T,9992,2.715374,S
286132,trade,T,9994,18.762793,B
286136,book,B,9991,33.756168,
286140,trade,T,9994,11.857749,B
286144,book,A,9994,65.056332,
286147,book,B,9991,15.010737,
286149,book,A,9994,58.831866,
286153,book,A,9995,0.000000,
286154,book,A,9994,52.149693,
286157,book,A,9998,25.673066,
286158,book,A,9994,51.899850,
286163,trade,T,9992,11.165802,S
286167,book,A,9994,53.270553,
286170,trade,T,9992,10.297189,S
286173,trade,T,9994,9.523645,B
286178,trade,T,9992,17.842749,S
286179,book,A,9994,45.611983,
286181,book,B,9992,20.801707,
286186,book,A,9998,21.906602,
286187,book,B,9990,0.000000,
286188,book,A,9996,0.000000,
286193,trade,T,9992,19.098614,S
286195,trade,T,9992,6.912443,S
286200,trade,T,9992,7.403639,S
286202,book,A,9994,40.781844,
286207,book,B,9992,31.694225,
286211,book,B,9987,5.284464,
286214,book,B,9985,0.000000,
286215,trade,T,9994,3.663796,B
286218,book,B,9988,0.000000,
286220,trade,T,9992,17.960207,S
286221,book,B,9989,23.769244,
286224,book,B,9986,0.000000,
286228,trade,T,9994,12.330453,B
286229,trade,T,9992,9.218303,S
286231,book,A,9994,45.637193,
286235,book,A,10000,12.453808,
286240,book,A,10000,17.463925,
286241,book,B,9990,20.853536,
286246,trade,T,9992,19.583576,S
286250,book,A,9996,0.000000,
286251,trade,T,9992,8.557436,S
286256,book,A,10000,18.708335,
286259,book,B,9988,0.000000,
286260,book,B,9988,15.923090,
286265,book,B,9990,23.796309,
286270,book,A,9995,0.000000,
286272,book,B,9990,23.444294,
286275,book,B,9986,17.993373,
286278,book,A,9995,0.000000,
